AF24-28LB	PRJNA482748	SAMN09734471	QRUQ00000000	Bacteroides ovatus 
AF24-29	PRJNA482748	SAMN09734472	QRUP00000000	Holdemania filiformis 
AF24-29LB	PRJNA482748	SAMN09734473	QRUO00000000	Bacteroides caccae 
AF24-2LB	PRJNA482748	SAMN09734474	QUFT00000000	Clostridium sp. AF24-2LB
AF24-32LB	PRJNA482748	SAMN09734475	QUFS00000000	Ruminococcus sp. AF24-32LB
AF24-4	PRJNA482748	SAMN09734476	QRUN00000000	Roseburia inulinivorans 
AF24-6AC	PRJNA482748	SAMN09734477	QRUM00000000	Streptococcus salivarius 
AF24-7LB	PRJNA482748	SAMN09734478	QUFR00000000	Dorea sp. AF24-7LB
AF24-9LB	PRJNA482748	SAMN09734479	QRUL00000000	[Eubacterium] rectale 
AF25-11	PRJNA482748	SAMN09734480	QRUK00000000	Dorea formicigenerans 
AF25-12LB	PRJNA482748	SAMN09734481	QUFQ00000000	Blautia sp. AF25-12LB
AF25-13	PRJNA482748	SAMN09734482	QTWH00000000	Ruminococcus sp. AF25-13
AF25-13AC	PRJNA482748	SAMN09734483	QUFP00000000	Firmicutes bacterium AF25-13AC
AF25-13LB	PRJNA482748	SAMN09734484	QUFO00000000	Roseburia sp. AF25-13LB
AF25-15	PRJNA482748	SAMN09734485	QRUJ00000000	[Eubacterium] rectale 
AF25-15LB	PRJNA482748	SAMN09734486	QUFN00000000	Roseburia sp. AF25-15LB
AF25-17	PRJNA482748	SAMN09734487	QTWG00000000	Ruminococcus sp. AF25-17
AF25-17LB	PRJNA482748	SAMN09734488	QTMF00000000	Bacteroides sp. AF25-17LB
AF25-18	PRJNA482748	SAMN09734489	QTME00000000	Bacteroides sp. AF25-18
AF25-18LB	PRJNA482748	SAMN09734490	QUFM00000000	Roseburia sp. AF25-18LB
AF25-19	PRJNA482748	SAMN09734491	QTWF00000000	Ruminococcus sp. AF25-19
AF25-1LB	PRJNA482748	SAMN09734492	QRUI00000000	Bacteroides plebeius 
AF25-21	PRJNA482748	SAMN09734493	QRUH00000000	Blautia obeum 
AF25-23LB	PRJNA482748	SAMN09734494	QUFL00000000	Ruminococcus sp. AF25-23LB
AF25-25	PRJNA482748	SAMN09734495	QRUG00000000	Clostridium butyricum 
AF25-25LB	PRJNA482748	SAMN09734496	QUFK00000000	Roseburia sp. AF25-25LB
AF25-28AC	PRJNA482748	SAMN09734497	QUFJ00000000	Ruminococcus sp. AF25-28AC
AF25-2LB	PRJNA482748	SAMN09734498	QRUF00000000	Collinsella sp. AF25-2LB
AF25-30AC	PRJNA482748	SAMN09734499	QRUE00000000	Bacteroides stercoris 
AF25-30LB	PRJNA482748	SAMN09734500	QRUD00000000	Bacteroides vulgatus 
AF25-36AC	PRJNA482748	SAMN09734501	QRUC00000000	Parabacteroides distasonis 
AF25-38AC	PRJNA482748	SAMN09734502	QTMD00000000	Bacteroides sp. AF25-38AC
AF25-3LB	PRJNA482748	SAMN09734503	QTWE00000000	Ruminococcus sp. AF25-3LB
AF25-5LB	PRJNA482748	SAMN09734504	QTMC00000000	Bacteroides sp. AF25-5LB
AF25-6	PRJNA482748	SAMN09734505	QRUB00000000	Bacteroides stercoris 
AF25-7LB	PRJNA482748	SAMN09734506	QRUA00000000	Ruminococcus bromii 
AF26-1	PRJNA482748	SAMN09734507	QRTZ00000000	Bifidobacterium pseudocatenulatum 
AF26-10	PRJNA482748	SAMN09734508	QRTY00000000	Bifidobacterium longum 
AF26-10BH	PRJNA482748	SAMN09734509	QTMB00000000	Bacteroides sp. AF26-10BH
AF26-2	PRJNA482748	SAMN09734510	QTWD00000000	Blautia sp. AF26-2
AF26-20AA	PRJNA482748	SAMN09734511	QRTX00000000	Bacteroides ovatus 
AF26-20BH	PRJNA482748	SAMN09734512	QRTW00000000	Bacteroides stercoris 
AF26-22BH	PRJNA482748	SAMN09734513	QRTV00000000	Parabacteroides merdae 
AF26-25AA	PRJNA482748	SAMN09734514	QTWC00000000	Ruminococcus sp. AF26-25AA
AF26-3BH	PRJNA482748	SAMN09734515	QRTU00000000	Bacteroides vulgatus 
AF26-4BH	PRJNA482748	SAMN09734516	QVLU00000000	Eisenbergiella massiliensis 
AF26-6	PRJNA482748	SAMN09734517	QRTT00000000	Bacteroides fragilis 
AF26-7BH	PRJNA482748	SAMN09734518	QRTS00000000	Bacteroides sp. AF26-7BH
AF27-1	PRJNA482748	SAMN09734519	QRTR00000000	Bacteroides plebeius 
AF27-10	PRJNA482748	SAMN09734520	QRTQ00000000	Bacteroides fragilis 
AF27-10BH	PRJNA482748	SAMN09734521	QTMA00000000	Bacteroides sp. AF27-10BH
AF27-11AA	PRJNA482748	SAMN09734522	QTWB00000000	Ruminococcus sp. AF27-11AA
AF27-11BH	PRJNA482748	SAMN09734523	QVGS00000000	Faecalibacterium sp. AF27-11BH
AF27-12	PRJNA482748	SAMN09734524	QRTP00000000	Megamonas rupellensis 
AF27-12AA	PRJNA482748	SAMN09734525	QTWA00000000	Ruminococcus sp. AF27-12AA
AF27-14	PRJNA482748	SAMN09734526	QTLZ00000000	Parabacteroides sp. AF27-14
AF27-16BH	PRJNA482748	SAMN09734527	QRTO00000000	Bacteroides ovatus 
AF27-18BH	PRJNA482748	SAMN09734528	QRTN00000000	Bacteroides dorei 
AF27-1BH	PRJNA482748	SAMN09734529	QRTM00000000	Bifidobacterium longum 
AF27-24BH	PRJNA482748	SAMN09734530	QTVZ00000000	Coprobacillus sp. AF27-24BH
AF27-2AA	PRJNA482748	SAMN09734531	QUFI00000000	Clostridium sp. AF27-2AA
AF27-3	PRJNA482748	SAMN09734532	QTVY00000000	Ruminococcus sp. AF27-3
AF27-30	PRJNA482748	SAMN09734533	QRTL00000000	Bacteroides plebeius 
AF27-33	PRJNA482748	SAMN09734534	QRTK00000000	Bacteroides sp. AF27-33
AF27-4BH	PRJNA482748	SAMN09734535	QRTJ00000000	[Ruminococcus] gnavus 
AF27-5AA	PRJNA482748	SAMN09734536	QUFH00000000	Clostridium sp. AF27-5AA
AF27-8	PRJNA482748	SAMN09734537	QVGR00000000	Coprococcus sp. AF27-8
AF27-9	PRJNA482748	SAMN09734538	QRTI00000000	[Clostridium] bolteae 
AF28-11	PRJNA482748	SAMN09734539	QRTH00000000	Bacteroides uniformis 
AF28-12	PRJNA482748	SAMN09734540	QWGJ00000000	Clostridium sp. AF28-12
AF28-13	PRJNA482748	SAMN09734541	QRTG00000000	Erysipelatoclostridium ramosum 
AF28-13AC	PRJNA482748	SAMN09734542	QUFG00000000	Faecalibacterium sp. AF28-13AC
AF28-15	PRJNA482748	SAMN09734543	QRTF00000000	Roseburia inulinivorans 
AF28-2	PRJNA482748	SAMN09734544	QRTE00000000	Bacteroides thetaiotaomicron 
AF28-24B	PRJNA482748	SAMN09734545	QRTD00000000	Erysipelatoclostridium ramosum 
AF28-26	PRJNA482748	SAMN09734546	QRTC00000000	[Clostridium] leptum 
AF28-4AC	PRJNA482748	SAMN09734547	QRTB00000000	Bifidobacterium adolescentis 
AF28-5AC	PRJNA482748	SAMN09734548	QRTA00000000	Collinsella sp. AF28-5AC
AF28-7	PRJNA482748	SAMN09734549	QRSZ00000000	Bacteroides vulgatus 
AF29-11	PRJNA482748	SAMN09734550	QTLY00000000	Bacteroides sp. AF29-11
AF29-11BH	PRJNA482748	SAMN09734551	QVEW00000000	Faecalibacterium prausnitzii 
AF29-12	PRJNA482748	SAMN09734552	QRSY00000000	Bacteroides ovatus 
AF29-13	PRJNA482748	SAMN09734553	QRSX00000000	Bacteroides vulgatus 
AF29-16	PRJNA482748	SAMN09734554	QRSW00000000	Streptococcus salivarius 
AF29-16BH	PRJNA482748	SAMN09734555	QUFF00000000	Clostridiaceae bacterium AF29-16BH
AF29-17	PRJNA482748	SAMN09734556	QRSV00000000	Bacteroides cellulosilyticus 
AF29-19	PRJNA482748	SAMN09734557	QRSU00000000	Prevotella copri 
AF29-2	PRJNA482748	SAMN09734558	QRST00000000	Megamonas rupellensis 
AF29-2BH	PRJNA482748	SAMN09734559	QRSS00000000	Blautia obeum 
AF29-3BH	PRJNA482748	SAMN09734560	QUFE00000000	Coprobacillus sp. AF29-3BH
AF29-4	PRJNA482748	SAMN09734561	QVET00000000	[Clostridium] citroniae 
AF29-7AC	PRJNA482748	SAMN09734562	QRQX00000000	Collinsella sp. AF29-7AC
AF29-8BH	PRJNA482748	SAMN09734563	QUEL00000000	Clostridium sp. AF29-8BH
AF30-11	PRJNA482748	SAMN09734564	QRQW00000000	Bifidobacterium longum 
AF30-12	PRJNA482748	SAMN09734565	QRQV00000000	Bifidobacterium longum 
AF30-12BH	PRJNA482748	SAMN09734566	QRQU00000000	Streptococcus parasanguinis 
AF30-3	PRJNA482748	SAMN09734567	QRQT00000000	Clostridium perfringens 
AF31-1	PRJNA482748	SAMN09734568	QVHZ00000000	Hungatella hathewayi 
AF31-11	PRJNA482748	SAMN09734569	QRQS00000000	Collinsella sp. AF31-11
AF31-11BH	PRJNA482748	SAMN09734570	QRQR00000000	Escherichia coli 
AF31-13BH	PRJNA482748	SAMN09734571	QRQQ00000000	Dorea formicigenerans 
AF31-14AC	PRJNA482748	SAMN09734572	QVES00000000	Faecalibacterium prausnitzii 
AF31-14BH	PRJNA482748	SAMN09734573	QTVO00000000	Ruminococcus sp. AF31-14BH
AF31-16BH	PRJNA482748	SAMN09734574	QUEK00000000	Ruminococcus sp. AF31-16BH
AF31-17	PRJNA482748	SAMN09734575	QRQP00000000	Parabacteroides merdae 
AF31-17AC	PRJNA482748	SAMN09734576	QRQO00000000	[Eubacterium] hallii 
AF31-1BH	PRJNA482748	SAMN09734577	QUEJ00000000	Coprobacillus sp. AF31-1BH
AF31-21AC	PRJNA482748	SAMN09734578	QRQN00000000	Roseburia intestinalis 
AF31-23	PRJNA482748	SAMN09734579	QRQM00000000	Bacteroides intestinalis 
AF31-27BH	PRJNA482748	SAMN09734580	QRQL00000000	Dielma fastidiosa 
AF31-28B-AC	PRJNA482748	SAMN09734581	QRQK00000000	Bacteroides plebeius 
AF31-29AC	PRJNA482748	SAMN09734582	QRQJ00000000	Bacteroides caccae 
AF31-3	PRJNA482748	SAMN09734583	QRQI00000000	Bacteroides vulgatus 
AF31-3BH	PRJNA482748	SAMN09734584	QUEI00000000	Clostridiaceae bacterium AF31-3BH
AF31-8BH	PRJNA482748	SAMN09734585	QTVN00000000	Ruminococcus sp. AF31-8BH
AF32-10	PRJNA482748	SAMN09734586	QRQH00000000	Bacteroides fragilis 
AF32-12BH	PRJNA482748	SAMN09734587	QUEH00000000	Clostridium sp. AF32-12BH
AF32-15BH	PRJNA482748	SAMN09734588	QTLX00000000	Bacteroides sp. AF32-15BH
AF32-17	PRJNA482748	SAMN09734589	QRQG00000000	Bacteroides uniformis 
AF32-2AC	PRJNA482748	SAMN09734590	QTVM00000000	Ruminococcus sp. AF32-2AC
AF32-4BH	PRJNA482748	SAMN09734591	QTVL00000000	Blautia sp. AF32-4BH
AF32-7AC	PRJNA482748	SAMN09734592	QUEG00000000	Clostridium sp. AF32-7AC
AF32-8AC	PRJNA482748	SAMN09734593	QVER00000000	Faecalibacterium prausnitzii 
AF32-8BH	PRJNA482748	SAMN09734594	QVLZ00000000	Bacteroides sp. AF32-8BH
AF33-11	PRJNA482748	SAMN09734595	QRQF00000000	Hungatella hathewayi 
AF33-11BH	PRJNA482748	SAMN09734596	QUEF00000000	Ruminococcus sp. AF33-11BH
AF33-12	PRJNA482748	SAMN09734597	QRQE00000000	[Ruminococcus] gnavus 
AF33-15AC	PRJNA482748	SAMN09734598	QRQD00000000	Bacteroides eggerthii 
AF33-16	PRJNA482748	SAMN09734599	QRQC00000000	Collinsella sp. AF33-16
AF33-1AC	PRJNA482748	SAMN09734600	QRQB00000000	Coprobacillus sp. AF33-1AC
AF33-22	PRJNA482748	SAMN09734601	QRQA00000000	Mitsuokella sp. AF33-22
AF33-23	PRJNA482748	SAMN09734602	QTLW00000000	Bacteroides sp. AF33-23
AF33-28	PRJNA482748	SAMN09734603	QUEE00000000	Lachnotalea sp. AF33-28
AF33-30	PRJNA482748	SAMN09734604	QRPZ00000000	Bacteroides fragilis 
AF33-31	PRJNA482748	SAMN09734605	QRPY00000000	Parabacteroides distasonis 
AF33-34	PRJNA482748	SAMN09734606	QRPX00000000	Parabacteroides merdae 
AF34-10	PRJNA482748	SAMN09734607	QUED00000000	Blautia sp. AF34-10
AF34-10BH	PRJNA482748	SAMN09734608	QUEC00000000	Clostridium sp. AF34-10BH
AF34-12	PRJNA482748	SAMN09734609	QTVK00000000	Ruminococcus sp. AF34-12
AF34-13	PRJNA482748	SAMN09734610	QUEB00000000	Clostridium sp. AF34-13
AF34-15	PRJNA482748	SAMN09734611	QRPW00000000	Bacteroides vulgatus 
AF34-16	PRJNA482748	SAMN09734612	QTVJ00000000	Roseburia sp. AF34-16
AF34-1BH	PRJNA482748	SAMN09734613	QUEA00000000	Coprobacillus sp. AF34-1BH
AF34-31BH	PRJNA482748	SAMN09734614	QTLV00000000	Bacteroides sp. AF34-31BH
AF34-33	PRJNA482748	SAMN09734615	QRPV00000000	Butyricimonas virosa 
AF34-35BH	PRJNA482748	SAMN09734616	QUDZ00000000	Eubacterium sp. AF34-35BH
AF34-4BH	PRJNA482748	SAMN09734617	QRPU00000000	[Ruminococcus] gnavus 
AF34-9AC	PRJNA482748	SAMN09734618	QRPT00000000	Bifidobacterium longum 
AF35-11AC	PRJNA482748	SAMN09734619	QRPS00000000	Bacteroides vulgatus 
AF35-13AC	PRJNA482748	SAMN09734620	QRPR00000000	Bifidobacterium longum 
AF35-14AC	PRJNA482748	SAMN09734621	QRPQ00000000	Blautia obeum 
AF35-14BH	PRJNA482748	SAMN09734622	QRPP00000000	Bacteroides stercoris 
AF35-15	PRJNA482748	SAMN09734623	QUDY00000000	Clostridium sp. AF35-15
AF35-15AC	PRJNA482748	SAMN09734624	QRPO00000000	Bacteroides vulgatus 
AF35-20	PRJNA482748	SAMN09734625	QRPN00000000	Bacteroides stercoris 
AF35-21	PRJNA482748	SAMN09734626	QRPM00000000	[Eubacterium] eligens 
AF35-22	PRJNA482748	SAMN09734627	QTLU00000000	Bacteroides sp. AF35-22
AF35-4AC	PRJNA482748	SAMN09734628	QRPL00000000	Parabacteroides merdae 
AF35-5AC	PRJNA482748	SAMN09734629	QUDX00000000	Butyricicoccus sp. AF35-5AC
AF35-6BH	PRJNA482748	SAMN09734630	QRPK00000000	Absiella dolichum 
AF35-8	PRJNA482748	SAMN09734631	QUDW00000000	Coprobacillus sp. AF35-8
AF36-1	PRJNA482748	SAMN09734632	QRPJ00000000	Bifidobacterium longum 
AF36-10	PRJNA482748	SAMN09734633	QTLT00000000	Clostridiales bacterium AF36-10
AF36-10AT	PRJNA482748	SAMN09734634	QRPI00000000	Roseburia intestinalis 
AF36-10BH	PRJNA482748	SAMN09734635	QTVI00000000	Coprobacillus sp. AF36-10BH
AF36-11AT	PRJNA482748	SAMN09734636	QVEQ00000000	Faecalibacterium prausnitzii 
AF36-11BH	PRJNA482748	SAMN09734637	QTLS00000000	Bacteroides sp. AF36-11BH
AF36-12AT	PRJNA482748	SAMN09734638	QRPH00000000	Bifidobacterium pseudocatenulatum 
AF36-14BH	PRJNA482748	SAMN09734639	QRPG00000000	Bacteroides vulgatus 
AF36-15AT	PRJNA482748	SAMN09734640	QUDV00000000	Dorea sp. AF36-15AT
AF36-15BH	PRJNA482748	SAMN09734641	QRPF00000000	Veillonella atypica 
AF36-16BH	PRJNA482748	SAMN09734642	QRPE00000000	Bacteroides intestinalis 
AF36-18BH	PRJNA482748	SAMN09734643	QUDU00000000	Clostridium sp. AF36-18BH
AF36-19BH	PRJNA482748	SAMN09734644	QUDT00000000	Firmicutes bacterium AF36-19BH
AF36-1BH	PRJNA482748	SAMN09734645	QRPD00000000	Dorea formicigenerans 
AF36-2	PRJNA482748	SAMN09734646	QRPC00000000	Odoribacter splanchnicus 
AF36-20BH	PRJNA482748	SAMN09734647	QTLR00000000	Veillonella sp. AF36-20BH
AF36-2BH	PRJNA482748	SAMN09734648	QRPB00000000	[Eubacterium] rectale 
AF36-3	PRJNA482748	SAMN09734649	QRPA00000000	Parabacteroides distasonis 
AF36-3AT	PRJNA482748	SAMN09734650	QROZ00000000	Collinsella sp. AF36-3AT
AF36-3BH	PRJNA482748	SAMN09734651	QUDS00000000	Firmicutes bacterium AF36-3BH
AF36-4	PRJNA482748	SAMN09734652	QTVH00000000	Clostridium sp. AF36-4
AF36-5BH	PRJNA482748	SAMN09734653	QTVG00000000	Eubacterium sp. AF36-5BH
AF36-7BH	PRJNA482748	SAMN09734654	QROY00000000	[Eubacterium] eligens 
AF37-1	PRJNA482748	SAMN09734655	QVLY00000000	Sellimonas intestinalis 
AF37-11	PRJNA482748	SAMN09734656	QROX00000000	Klebsiella pneumoniae 
AF37-11AC	PRJNA482748	SAMN09734657	QROW00000000	Bacteroides stercoris 
AF37-12	PRJNA482748	SAMN09734658	QROV00000000	Bacteroides thetaiotaomicron 
AF37-16AC	PRJNA482748	SAMN09734659	QTLQ00000000	Bacteroides sp. AF37-16AC
AF37-17	PRJNA482748	SAMN09734660	QROU00000000	Bacteroides vulgatus 
AF37-2	PRJNA482748	SAMN09734661	QTVF00000000	Coprobacillus sp. AF37-2
AF37-20	PRJNA482748	SAMN09734662	QTVE00000000	Ruminococcus sp. AF37-20
AF37-2AT	PRJNA482748	SAMN09734663	QVLX00000000	Sellimonas intestinalis 
AF37-3AC	PRJNA482748	SAMN09734664	QTVD00000000	Ruminococcus sp. AF37-3AC
AF37-4	PRJNA482748	SAMN09734665	QROT00000000	Eubacterium ventriosum 
AF37-5	PRJNA482748	SAMN09734666	QUDR00000000	Clostridium sp. AF37-5
AF37-5AT	PRJNA482748	SAMN09734667	QUDQ00000000	Clostridium sp. AF37-5AT
AF37-6AC	PRJNA482748	SAMN09734668	QROS00000000	Blautia obeum 
AF37-6AT	PRJNA482748	SAMN09734669	QROR00000000	Ruminococcus sp. AF37-6AT
AF37-7	PRJNA482748	SAMN09734670	QUDP00000000	Clostridium sp. AF37-7
AF37-9	PRJNA482748	SAMN09734671	QROQ00000000	Collinsella sp. AF37-9
AF38-1	PRJNA482748	SAMN09734672	QVGO00000000	Coprococcus sp. AF38-1
AF38-11	PRJNA482748	SAMN09734673	QROP00000000	Prevotella copri 
AF38-2	PRJNA482748	SAMN09734674	QROO00000000	Bacteroides xylanisolvens 
AF38-24	PRJNA482748	SAMN09734675	QRON00000000	[Eubacterium] rectale 
AF38-3AC	PRJNA482748	SAMN09734676	QROM00000000	Collinsella sp. AF38-3AC
AF38-4	PRJNA482748	SAMN09734677	QROL00000000	Parabacteroides merdae 
AF39-1	PRJNA482748	SAMN09734678	QROK00000000	Bacteroides vulgatus 
AF39-10	PRJNA482748	SAMN09734679	QROJ00000000	Bacillus licheniformis 
AF39-10AC	PRJNA482748	SAMN09734680	QTLP00000000	Parabacteroides sp. AF39-10AC
AF39-10AT	PRJNA482748	SAMN09734681	QTLO00000000	Bacteroides sp. AF39-10AT
AF39-11	PRJNA482748	SAMN09734682	QROI00000000	Bacteroides plebeius 
AF39-11AC	PRJNA482748	SAMN09734683	QROH00000000	Bacteroides sp. AF39-11AC
AF39-11AT	PRJNA482748	SAMN09734684	QROG00000000	Collinsella sp. AF39-11AT
AF39-14AC	PRJNA482748	SAMN09734685	QROF00000000	[Eubacterium] rectale 
AF39-16AC	PRJNA482748	SAMN09734686	QTLN00000000	Bacteroides sp. AF39-16AC
AF39-4	PRJNA482748	SAMN09734687	QROE00000000	Blautia obeum 
AF39-5AC	PRJNA482748	SAMN09734688	QROD00000000	Bacteroides plebeius 
AF39-6AC	PRJNA482748	SAMN09734689	QROC00000000	Bacteroides xylanisolvens 
AF39-8AT	PRJNA482748	SAMN09734690	QROB00000000	Bacteroides vulgatus 
AF41-18	PRJNA482748	SAMN09734691	QROA00000000	[Eubacterium] eligens 
AF41-3MH	PRJNA482748	SAMN09734692	QRNZ00000000	Bifidobacterium pseudocatenulatum 
AF41-6	PRJNA482748	SAMN09734693	QRNY00000000	Bacteroides stercoris 
AF41-7	PRJNA482748	SAMN09734694	QRNX00000000	Bacteroides vulgatus 
AF41-8MH	PRJNA482748	SAMN09734695	QRNW00000000	Bacteroides vulgatus 
AF41-9	PRJNA482748	SAMN09734696	QUDO00000000	Ruminococcus sp. AF41-9
AF42-10	PRJNA482748	SAMN09734697	QTVC00000000	Ruminococcus sp. AF42-10
AF42-11	PRJNA482748	SAMN09734698	QRNV00000000	Bacteroides uniformis 
AF42-15	PRJNA482748	SAMN09734699	QRNU00000000	Streptococcus parasanguinis 
AF42-16	PRJNA482748	SAMN09734700	QRNT00000000	Veillonella sp. AF42-16
AF42-21	PRJNA482748	SAMN09734701	QRNS00000000	Dorea formicigenerans 
AF42-23	PRJNA482748	SAMN09734702	QRNR00000000	Bacteroides ovatus 
AF42-3	PRJNA482748	SAMN09734703	QRNQ00000000	Parabacteroides distasonis 
AF42-3BH	PRJNA482748	SAMN09734704	QRNP00000000	[Eubacterium] eligens 
AF42-6	PRJNA482748	SAMN09734705	QUDN00000000	Clostridiaceae bacterium AF42-6
AF42-8	PRJNA482748	SAMN09734706	QTVB00000000	Roseburia sp. AF42-8
AF42-9	PRJNA482748	SAMN09734707	QRNO00000000	Prevotella stercorea 
AF42-9BH	PRJNA482748	SAMN09734708	QUDM00000000	Ruminococcus sp. AF42-9BH
AF43-10	PRJNA482748	SAMN09734709	QUDL00000000	Clostridium sp. AF43-10
AF43-11	PRJNA482748	SAMN09734710	QTVA00000000	Ruminococcus sp. AF43-11
AF43-2	PRJNA482748	SAMN09734711	QRNN00000000	Prevotella copri 
AF45-10	PRJNA482748	SAMN09734712	QRNM00000000	Bifidobacterium bifidum 
AF45-10BH	PRJNA482748	SAMN09734713	QRNL00000000	Bifidobacterium pseudocatenulatum 
AF45-13BH	PRJNA482748	SAMN09734714	QRNK00000000	[Eubacterium] eligens 
AF45-14BH	PRJNA482748	SAMN09734715	QRNJ00000000	[Eubacterium] hallii 
AF45-16BH	PRJNA482748	SAMN09734716	QRNI00000000	Bacteroides thetaiotaomicron 
AF45-17	PRJNA482748	SAMN09734717	QVEP00000000	Coprococcus catus 
AF45-17BH	PRJNA482748	SAMN09734718	QRNH00000000	Bacteroides ovatus 
AF45-19	PRJNA482748	SAMN09734719	QRNG00000000	Bifidobacterium adolescentis 
AF45-4BH	PRJNA482748	SAMN09734720	QUDK00000000	Ruminococcus sp. AF45-4BH
AF46-10NS	PRJNA482748	SAMN09734721	QRNF00000000	Ruminococcus sp. AF46-10NS
AF46-11NS	PRJNA482748	SAMN09734722	QRNE00000000	Bacteroides xylanisolvens 
AF46-12NS	PRJNA482748	SAMN09734723	QTUZ00000000	Clostridium sp. AF46-12NS
AF46-14NS	PRJNA482748	SAMN09734724	QRND00000000	Bacteroides vulgatus 
AF46-2GN	PRJNA482748	SAMN09734725	QRNC00000000	Bacteroides fragilis 
AF46-2NS	PRJNA482748	SAMN09734726	QRNB00000000	Prevotella copri 
AF46-5GN	PRJNA482748	SAMN09734727	QRNA00000000	Bacteroides caccae 
AF46-9NS	PRJNA482748	SAMN09734728	QTUY00000000	Clostridium sp. AF46-9NS
AF48-12	PRJNA482748	SAMN09734729	QUDJ00000000	Alistipes sp. AF48-12
AF48-14	PRJNA482748	SAMN09734730	QUDI00000000	Parabacteroides sp. AF48-14
AF48-16	PRJNA482748	SAMN09734731	QRMZ00000000	Enterococcus casseliflavus 
AF50-3	PRJNA482748	SAMN09734732	QUDH00000000	Clostridium sp. AF50-3
AM01-30	PRJNA482748	SAMN09734733	QVEO00000000	Harryflintia acetispora 
AM04-33	PRJNA482748	SAMN09734734	QRMY00000000	Olsenella sp. AM04-33
AM05-1	PRJNA482748	SAMN09734735	QUDG00000000	Butyricicoccus sp. AM05-1
AM05-11	PRJNA482748	SAMN09734736	QRMX00000000	Acidaminococcus sp. AM05-11
AM05-17	PRJNA482748	SAMN09734737	QRMW00000000	Olsenella sp. AM05-17
AM05-23	PRJNA482748	SAMN09734738	QUDF00000000	Eubacterium sp. AM05-23
AM05-7	PRJNA482748	SAMN09734739	QRMV00000000	Olsenella sp. AM05-7
AM07-12	PRJNA482748	SAMN09734740	QVGN00000000	Erysipelotrichaceae bacterium AM07-12
AM07-15	PRJNA482748	SAMN09734741	QUDE00000000	Ruminococcaceae bacterium AM07-15
AM07-16	PRJNA482748	SAMN09734742	QRMU00000000	Bacteroides sp. AM07-16
AM07-18	PRJNA482748	SAMN09734743	QTLM00000000	Bacteroides sp. AM07-18
AM07-19	PRJNA482748	SAMN09734744	QVEN00000000	[Clostridium] clostridioforme 
AM07-21	PRJNA482748	SAMN09734745	QRMT00000000	Ruminococcus sp. AM07-21
AM07-24	PRJNA482748	SAMN09734746	QRMS00000000	Emergencia timonensis 
AM07-35-1	PRJNA482748	SAMN09734747	QVGM00000000	Erysipelotrichaceae bacterium AM07-35-1
AM08-2	PRJNA482748	SAMN09734748	QRMR00000000	Bifidobacterium pseudocatenulatum 
AM08-25	PRJNA482748	SAMN09734749	QRMQ00000000	Bifidobacterium pseudocatenulatum 
AM08-6	PRJNA482748	SAMN09734750	QRMP00000000	Parabacteroides sp. AM08-6
AM09-11	PRJNA482748	SAMN09734751	QRMO00000000	Bacteroides uniformis 
AM09-18	PRJNA482748	SAMN09734752	QRMN00000000	Bacteroides vulgatus 
AM09-18-1	PRJNA482748	SAMN09734753	QTUX00000000	Ruminococcus sp. AM09-18-1
AM09-19	PRJNA482748	SAMN09734754	QUDD00000000	Tannerella sp. AM09-19
AM09-21	PRJNA482748	SAMN09734755	QRMM00000000	Bacteroides thetaiotaomicron 
AM09-26	PRJNA482748	SAMN09734756	QTUW00000000	Coprobacillus sp. AM09-26
AM09-36	PRJNA482748	SAMN09734757	QRML00000000	Bacteroides plebeius 
AM09-40	PRJNA482748	SAMN09734758	QRMK00000000	Lactobacillus salivarius 
AM09-41	PRJNA482748	SAMN09734759	QRMJ00000000	Collinsella sp. AM09-41
AM09-45	PRJNA482748	SAMN09734760	QVFJ00000000	Absiella sp. AM09-45
AM09-50	PRJNA482748	SAMN09734761	QVFI00000000	Absiella sp. AM09-50
AM09-51	PRJNA482748	SAMN09734762	QUDC00000000	Clostridium sp. AM09-51
AM09-9	PRJNA482748	SAMN09734763	QRMI00000000	Ruminococcus lactaris 
AM10-11	PRJNA482748	SAMN09734764	QRMH00000000	Collinsella sp. AM10-11
AM10-15B	PRJNA482748	SAMN09734765	QRMG00000000	Bifidobacterium longum 
AM10-2	PRJNA482748	SAMN09734766	QRMF00000000	Bifidobacterium pseudocatenulatum 
AM10-20	PRJNA482748	SAMN09734767	QVFH00000000	Absiella sp. AM10-20
AM10-21B	PRJNA482748	SAMN09734768	QRME00000000	Bacteroides sp. AM10-21B
AM10-24	PRJNA482748	SAMN09734769	QRMD00000000	Bifidobacterium pseudocatenulatum 
AM10-26	PRJNA482748	SAMN09734770	QRMC00000000	Collinsella sp. AM10-26
AM10-27	PRJNA482748	SAMN09734771	QRMB00000000	Collinsella sp. AM10-27
AM10-31	PRJNA482748	SAMN09734772	QTUV00000000	Dorea sp. AM10-31
AM10-32	PRJNA482748	SAMN09734773	QRMA00000000	Collinsella sp. AM10-32
AM10-38	PRJNA482748	SAMN09734774	QUDB00000000	Lachnospiraceae bacterium AM10-38
AM10-47	PRJNA482748	SAMN09734775	QTUU00000000	Firmicutes bacterium AM10-47
AM10-48	PRJNA482748	SAMN09734776	QRLZ00000000	Collinsella sp. AM10-48
AM10-54	PRJNA482748	SAMN09734777	QRLY00000000	Bacteroides eggerthii 
AM11-10	PRJNA482748	SAMN09734778	QRLX00000000	Bifidobacterium pseudocatenulatum 
