AF23-4AC	PRJNA482748	SAMN09734452	QRVE00000000	Collinsella sp. AF23-4AC	2292224
AF23-6	PRJNA482748	SAMN09734453	QRVD00000000	Collinsella sp. AF23-6	2292225
AF23-6LB	PRJNA482748	SAMN09734454	QTWK00000000	Clostridium sp. AF23-6LB	2293005
AF23-8	PRJNA482748	SAMN09734455	QUFV00000000	Clostridium sp. AF23-8	2293006
AF23-9AC	PRJNA482748	SAMN09734456	QRVC00000000	Streptococcus salivarius	1304
AF24-10LB	PRJNA482748	SAMN09734457	QRVB00000000	Blautia obeum	40520
AF24-12	PRJNA482748	SAMN09734458	QRVA00000000	Prevotella copri	165179
AF24-13	PRJNA482748	SAMN09734459	QRUZ00000000	[Clostridium] bolteae	208479
AF24-16	PRJNA482748	SAMN09734460	QTWJ00000000	Ruminococcus sp. AF24-16	2293162
AF24-16AC	PRJNA482748	SAMN09734461	QRUY00000000	Bacteroides plebeius	310297
AF24-17	PRJNA482748	SAMN09734462	QRUX00000000	[Eubacterium] rectale	39491
AF24-19	PRJNA482748	SAMN09734463	QRUW00000000	Bacillus coagulans	1398
AF24-19AC	PRJNA482748	SAMN09734464	QUFU00000000	Butyricicoccus sp. AF24-19AC	2292199
AF24-19LB	PRJNA482748	SAMN09734465	QRUV00000000	Bacteroides thetaiotaomicron	818
AF24-1LB	PRJNA482748	SAMN09734466	QTWI00000000	Coprobacillus sp. AF24-1LB	2293066
AF24-2	PRJNA482748	SAMN09734467	QRUU00000000	Bacteroides coprocola	310298
AF24-20AC	PRJNA482748	SAMN09734468	QRUT00000000	Bacteroides plebeius	310297
AF24-21	PRJNA482748	SAMN09734469	QRUS00000000	Bacillus coagulans	1398
AF24-23LB	PRJNA482748	SAMN09734470	QRUR00000000	[Ruminococcus] gnavus	33038
AF24-28LB	PRJNA482748	SAMN09734471	QRUQ00000000	Bacteroides ovatus	28116
AF24-29	PRJNA482748	SAMN09734472	QRUP00000000	Holdemania filiformis	61171
AF24-29LB	PRJNA482748	SAMN09734473	QRUO00000000	Bacteroides caccae	47678
AF24-2LB	PRJNA482748	SAMN09734474	QUFT00000000	Clostridium sp. AF24-2LB	2293007
AF24-32LB	PRJNA482748	SAMN09734475	QUFS00000000	Ruminococcus sp. AF24-32LB	2292252
AF24-4	PRJNA482748	SAMN09734476	QRUN00000000	Roseburia inulinivorans	360807
AF24-6AC	PRJNA482748	SAMN09734477	QRUM00000000	Streptococcus salivarius	1304
AF24-7LB	PRJNA482748	SAMN09734478	QUFR00000000	Dorea sp. AF24-7LB	2293097
AF24-9LB	PRJNA482748	SAMN09734479	QRUL00000000	[Eubacterium] rectale	39491
AF25-11	PRJNA482748	SAMN09734480	QRUK00000000	Dorea formicigenerans	39486
AF25-12LB	PRJNA482748	SAMN09734481	QUFQ00000000	Blautia sp. AF25-12LB	2292965
AF25-13	PRJNA482748	SAMN09734482	QTWH00000000	Ruminococcus sp. AF25-13	2293163
AF25-13AC	PRJNA482748	SAMN09734483	QUFP00000000	Firmicutes bacterium AF25-13AC	2292181
AF25-13LB	PRJNA482748	SAMN09734484	QUFO00000000	Roseburia sp. AF25-13LB	2293132
AF25-15	PRJNA482748	SAMN09734485	QRUJ00000000	[Eubacterium] rectale	39491
AF25-15LB	PRJNA482748	SAMN09734486	QUFN00000000	Roseburia sp. AF25-15LB	2293133
AF25-17	PRJNA482748	SAMN09734487	QTWG00000000	Ruminococcus sp. AF25-17	2293164
AF25-17LB	PRJNA482748	SAMN09734488	QTMF00000000	Bacteroides sp. AF25-17LB	2292922
AF25-18	PRJNA482748	SAMN09734489	QTME00000000	Bacteroides sp. AF25-18	2292923
AF25-18LB	PRJNA482748	SAMN09734490	QUFM00000000	Roseburia sp. AF25-18LB	2293134
AF25-19	PRJNA482748	SAMN09734491	QTWF00000000	Ruminococcus sp. AF25-19	2293165
AF25-1LB	PRJNA482748	SAMN09734492	QRUI00000000	Bacteroides plebeius	310297
AF25-21	PRJNA482748	SAMN09734493	QRUH00000000	Blautia obeum	40520
AF25-23LB	PRJNA482748	SAMN09734494	QUFL00000000	Ruminococcus sp. AF25-23LB	2293166
AF25-25	PRJNA482748	SAMN09734495	QRUG00000000	Clostridium butyricum	1492
AF25-25LB	PRJNA482748	SAMN09734496	QUFK00000000	Roseburia sp. AF25-25LB	2293135
AF25-28AC	PRJNA482748	SAMN09734497	QUFJ00000000	Ruminococcus sp. AF25-28AC	2293167
AF25-2LB	PRJNA482748	SAMN09734498	QRUF00000000	Collinsella sp. AF25-2LB	2292226
AF25-30AC	PRJNA482748	SAMN09734499	QRUE00000000	Bacteroides stercoris	46506
AF25-30LB	PRJNA482748	SAMN09734500	QRUD00000000	Bacteroides vulgatus	821
AF25-36AC	PRJNA482748	SAMN09734501	QRUC00000000	Parabacteroides distasonis	823
AF25-38AC	PRJNA482748	SAMN09734502	QTMD00000000	Bacteroides sp. AF25-38AC	2292924
AF25-3LB	PRJNA482748	SAMN09734503	QTWE00000000	Ruminococcus sp. AF25-3LB	2293168
AF25-5LB	PRJNA482748	SAMN09734504	QTMC00000000	Bacteroides sp. AF25-5LB	2292925
AF25-6	PRJNA482748	SAMN09734505	QRUB00000000	Bacteroides stercoris	46506
AF25-7LB	PRJNA482748	SAMN09734506	QRUA00000000	Ruminococcus bromii	40518
AF26-1	PRJNA482748	SAMN09734507	QRTZ00000000	Bifidobacterium pseudocatenulatum	28026
AF26-10	PRJNA482748	SAMN09734508	QRTY00000000	Bifidobacterium longum	216816
AF26-10BH	PRJNA482748	SAMN09734509	QTMB00000000	Bacteroides sp. AF26-10BH	2292926
AF26-2	PRJNA482748	SAMN09734510	QTWD00000000	Blautia sp. AF26-2	2292966
AF26-20AA	PRJNA482748	SAMN09734511	QRTX00000000	Bacteroides ovatus	28116
AF26-20BH	PRJNA482748	SAMN09734512	QRTW00000000	Bacteroides stercoris	46506
AF26-22BH	PRJNA482748	SAMN09734513	QRTV00000000	Parabacteroides merdae	46503
AF26-25AA	PRJNA482748	SAMN09734514	QTWC00000000	Ruminococcus sp. AF26-25AA	2293169
AF26-3BH	PRJNA482748	SAMN09734515	QRTU00000000	Bacteroides vulgatus	821
AF26-4BH	PRJNA482748	SAMN09734516	QVLU00000000	Eisenbergiella massiliensis	1720294
AF26-6	PRJNA482748	SAMN09734517	QRTT00000000	Bacteroides fragilis	817
AF26-7BH	PRJNA482748	SAMN09734518	QRTS00000000	Bacteroides sp. AF26-7BH	2292193
AF27-1	PRJNA482748	SAMN09734519	QRTR00000000	Bacteroides plebeius	310297
AF27-10	PRJNA482748	SAMN09734520	QRTQ00000000	Bacteroides fragilis	817
AF27-10BH	PRJNA482748	SAMN09734521	QTMA00000000	Bacteroides sp. AF27-10BH	2292927
AF27-11AA	PRJNA482748	SAMN09734522	QTWB00000000	Ruminococcus sp. AF27-11AA	2293170
AF27-11BH	PRJNA482748	SAMN09734523	QVGS00000000	Faecalibacterium sp. AF27-11BH	2302956
AF27-12	PRJNA482748	SAMN09734524	QRTP00000000	Megamonas rupellensis	491921
AF27-12AA	PRJNA482748	SAMN09734525	QTWA00000000	Ruminococcus sp. AF27-12AA	2293171
AF27-14	PRJNA482748	SAMN09734526	QTLZ00000000	Parabacteroides sp. AF27-14	2293116
AF27-16BH	PRJNA482748	SAMN09734527	QRTO00000000	Bacteroides ovatus	28116
AF27-18BH	PRJNA482748	SAMN09734528	QRTN00000000	Bacteroides dorei	357276
AF27-1BH	PRJNA482748	SAMN09734529	QRTM00000000	Bifidobacterium longum	216816
AF27-24BH	PRJNA482748	SAMN09734530	QTVZ00000000	Coprobacillus sp. AF27-24BH	2293067
AF27-2AA	PRJNA482748	SAMN09734531	QUFI00000000	Clostridium sp. AF27-2AA	2292206
AF27-3	PRJNA482748	SAMN09734532	QTVY00000000	Ruminococcus sp. AF27-3	2293172
AF27-30	PRJNA482748	SAMN09734533	QRTL00000000	Bacteroides plebeius	310297
AF27-33	PRJNA482748	SAMN09734534	QRTK00000000	Bacteroides sp. AF27-33	2292194
AF27-4BH	PRJNA482748	SAMN09734535	QRTJ00000000	[Ruminococcus] gnavus	33038
AF27-5AA	PRJNA482748	SAMN09734536	QUFH00000000	Clostridium sp. AF27-5AA	2293008
AF27-8	PRJNA482748	SAMN09734537	QVGR00000000	Coprococcus sp. AF27-8	2302946
AF27-9	PRJNA482748	SAMN09734538	QRTI00000000	[Clostridium] bolteae	208479
AF28-11	PRJNA482748	SAMN09734539	QRTH00000000	Bacteroides uniformis	820
AF28-12	PRJNA482748	SAMN09734540	QWGJ00000000	Clostridium sp. AF28-12	2305241
AF28-13	PRJNA482748	SAMN09734541	QRTG00000000	Erysipelatoclostridium ramosum	1547
AF28-13AC	PRJNA482748	SAMN09734542	QUFG00000000	Faecalibacterium sp. AF28-13AC	2292234
AF28-15	PRJNA482748	SAMN09734543	QRTF00000000	Roseburia inulinivorans	360807
AF28-2	PRJNA482748	SAMN09734544	QRTE00000000	Bacteroides thetaiotaomicron	818
AF28-24B	PRJNA482748	SAMN09734545	QRTD00000000	Erysipelatoclostridium ramosum	1547
AF28-26	PRJNA482748	SAMN09734546	QRTC00000000	[Clostridium] leptum	1535
AF28-4AC	PRJNA482748	SAMN09734547	QRTB00000000	Bifidobacterium adolescentis	1680
AF28-5AC	PRJNA482748	SAMN09734548	QRTA00000000	Collinsella sp. AF28-5AC	2292227
AF28-7	PRJNA482748	SAMN09734549	QRSZ00000000	Bacteroides vulgatus	821
AF29-11	PRJNA482748	SAMN09734550	QTLY00000000	Bacteroides sp. AF29-11	2292928
AF29-11BH	PRJNA482748	SAMN09734551	QVEW00000000	Faecalibacterium prausnitzii	853
AF29-12	PRJNA482748	SAMN09734552	QRSY00000000	Bacteroides ovatus	28116
AF29-13	PRJNA482748	SAMN09734553	QRSX00000000	Bacteroides vulgatus	821
AF29-16	PRJNA482748	SAMN09734554	QRSW00000000	Streptococcus salivarius	1304
AF29-16BH	PRJNA482748	SAMN09734555	QUFF00000000	Clostridiaceae bacterium AF29-16BH	2292179
AF29-17	PRJNA482748	SAMN09734556	QRSV00000000	Bacteroides cellulosilyticus	246787
AF29-19	PRJNA482748	SAMN09734557	QRSU00000000	Prevotella copri	165179
AF29-2	PRJNA482748	SAMN09734558	QRST00000000	Megamonas rupellensis	491921
AF29-2BH	PRJNA482748	SAMN09734559	QRSS00000000	Blautia obeum	40520
AF29-3BH	PRJNA482748	SAMN09734560	QUFE00000000	Coprobacillus sp. AF29-3BH	2293068
AF29-4	PRJNA482748	SAMN09734561	QVET00000000	[Clostridium] citroniae	358743
AF29-7AC	PRJNA482748	SAMN09734562	QRQX00000000	Collinsella sp. AF29-7AC	2292010
AF29-8BH	PRJNA482748	SAMN09734563	QUEL00000000	Clostridium sp. AF29-8BH	2293009
AF30-11	PRJNA482748	SAMN09734564	QRQW00000000	Bifidobacterium longum	216816
AF30-12	PRJNA482748	SAMN09734565	QRQV00000000	Bifidobacterium longum	216816
AF30-12BH	PRJNA482748	SAMN09734566	QRQU00000000	Streptococcus parasanguinis	1318
AF30-3	PRJNA482748	SAMN09734567	QRQT00000000	Clostridium perfringens	1502
AF31-1	PRJNA482748	SAMN09734568	QVHZ00000000	Hungatella hathewayi	154046
AF31-11	PRJNA482748	SAMN09734569	QRQS00000000	Collinsella sp. AF31-11	2292011
AF31-11BH	PRJNA482748	SAMN09734570	QRQR00000000	Escherichia coli	562
AF31-13BH	PRJNA482748	SAMN09734571	QRQQ00000000	Dorea formicigenerans	39486
AF31-14AC	PRJNA482748	SAMN09734572	QVES00000000	Faecalibacterium prausnitzii	853
AF31-14BH	PRJNA482748	SAMN09734573	QTVO00000000	Ruminococcus sp. AF31-14BH	2293173
AF31-16BH	PRJNA482748	SAMN09734574	QUEK00000000	Ruminococcus sp. AF31-16BH	2292067
AF31-17	PRJNA482748	SAMN09734575	QRQP00000000	Parabacteroides merdae	46503
AF31-17AC	PRJNA482748	SAMN09734576	QRQO00000000	[Eubacterium] hallii	39488
AF31-1BH	PRJNA482748	SAMN09734577	QUEJ00000000	Coprobacillus sp. AF31-1BH	2293069
AF31-21AC	PRJNA482748	SAMN09734578	QRQN00000000	Roseburia intestinalis	166486
AF31-23	PRJNA482748	SAMN09734579	QRQM00000000	Bacteroides intestinalis	329854
AF31-27BH	PRJNA482748	SAMN09734580	QRQL00000000	Dielma fastidiosa	1034346
AF31-28B-AC	PRJNA482748	SAMN09734581	QRQK00000000	Bacteroides plebeius	310297
AF31-29AC	PRJNA482748	SAMN09734582	QRQJ00000000	Bacteroides caccae	47678
AF31-3	PRJNA482748	SAMN09734583	QRQI00000000	Bacteroides vulgatus	821
AF31-3BH	PRJNA482748	SAMN09734584	QUEI00000000	Clostridiaceae bacterium AF31-3BH	2291989
AF31-8BH	PRJNA482748	SAMN09734585	QTVN00000000	Ruminococcus sp. AF31-8BH	2293174
AF32-10	PRJNA482748	SAMN09734586	QRQH00000000	Bacteroides fragilis	817
AF32-12BH	PRJNA482748	SAMN09734587	QUEH00000000	Clostridium sp. AF32-12BH	2292006
AF32-15BH	PRJNA482748	SAMN09734588	QTLX00000000	Bacteroides sp. AF32-15BH	2292929
AF32-17	PRJNA482748	SAMN09734589	QRQG00000000	Bacteroides uniformis	820
AF32-2AC	PRJNA482748	SAMN09734590	QTVM00000000	Ruminococcus sp. AF32-2AC	2293175
AF32-4BH	PRJNA482748	SAMN09734591	QTVL00000000	Blautia sp. AF32-4BH	2292967
AF32-7AC	PRJNA482748	SAMN09734592	QUEG00000000	Clostridium sp. AF32-7AC	2293010
AF32-8AC	PRJNA482748	SAMN09734593	QVER00000000	Faecalibacterium prausnitzii	853
AF32-8BH	PRJNA482748	SAMN09734594	QVLZ00000000	Bacteroides sp. AF32-8BH	2302925
AF33-11	PRJNA482748	SAMN09734595	QRQF00000000	Hungatella hathewayi	154046
AF33-11BH	PRJNA482748	SAMN09734596	QUEF00000000	Ruminococcus sp. AF33-11BH	2293176
AF33-12	PRJNA482748	SAMN09734597	QRQE00000000	[Ruminococcus] gnavus	33038
AF33-15AC	PRJNA482748	SAMN09734598	QRQD00000000	Bacteroides eggerthii	28111
AF33-16	PRJNA482748	SAMN09734599	QRQC00000000	Collinsella sp. AF33-16	2292012
AF33-1AC	PRJNA482748	SAMN09734600	QRQB00000000	Coprobacillus sp. AF33-1AC	2292032
AF33-22	PRJNA482748	SAMN09734601	QRQA00000000	Mitsuokella sp. AF33-22	2292047
AF33-23	PRJNA482748	SAMN09734602	QTLW00000000	Bacteroides sp. AF33-23	2292930
AF33-28	PRJNA482748	SAMN09734603	QUEE00000000	Lachnotalea sp. AF33-28	2292046
AF33-30	PRJNA482748	SAMN09734604	QRPZ00000000	Bacteroides fragilis	817
AF33-31	PRJNA482748	SAMN09734605	QRPY00000000	Parabacteroides distasonis	823
AF33-34	PRJNA482748	SAMN09734606	QRPX00000000	Parabacteroides merdae	46503
AF34-10	PRJNA482748	SAMN09734607	QUED00000000	Blautia sp. AF34-10	2292968
AF34-10BH	PRJNA482748	SAMN09734608	QUEC00000000	Clostridium sp. AF34-10BH	2293011
AF34-12	PRJNA482748	SAMN09734609	QTVK00000000	Ruminococcus sp. AF34-12	2293177
AF34-13	PRJNA482748	SAMN09734610	QUEB00000000	Clostridium sp. AF34-13	2293012
AF34-15	PRJNA482748	SAMN09734611	QRPW00000000	Bacteroides vulgatus	821
AF34-16	PRJNA482748	SAMN09734612	QTVJ00000000	Roseburia sp. AF34-16	2293136
AF34-1BH	PRJNA482748	SAMN09734613	QUEA00000000	Coprobacillus sp. AF34-1BH	2292033
AF34-31BH	PRJNA482748	SAMN09734614	QTLV00000000	Bacteroides sp. AF34-31BH	2292931
AF34-33	PRJNA482748	SAMN09734615	QRPV00000000	Butyricimonas virosa	544645
AF34-35BH	PRJNA482748	SAMN09734616	QUDZ00000000	Eubacterium sp. AF34-35BH	2293107
AF34-4BH	PRJNA482748	SAMN09734617	QRPU00000000	[Ruminococcus] gnavus	33038
AF34-9AC	PRJNA482748	SAMN09734618	QRPT00000000	Bifidobacterium longum	216816
AF35-11AC	PRJNA482748	SAMN09734619	QRPS00000000	Bacteroides vulgatus	821
AF35-13AC	PRJNA482748	SAMN09734620	QRPR00000000	Bifidobacterium longum	216816
AF35-14AC	PRJNA482748	SAMN09734621	QRPQ00000000	Blautia obeum	40520
AF35-14BH	PRJNA482748	SAMN09734622	QRPP00000000	Bacteroides stercoris	46506
AF35-15	PRJNA482748	SAMN09734623	QUDY00000000	Clostridium sp. AF35-15	2293013
AF35-15AC	PRJNA482748	SAMN09734624	QRPO00000000	Bacteroides vulgatus	821
AF35-20	PRJNA482748	SAMN09734625	QRPN00000000	Bacteroides stercoris	46506
AF35-21	PRJNA482748	SAMN09734626	QRPM00000000	[Eubacterium] eligens	39485
AF35-22	PRJNA482748	SAMN09734627	QTLU00000000	Bacteroides sp. AF35-22	2292932
AF35-4AC	PRJNA482748	SAMN09734628	QRPL00000000	Parabacteroides merdae	46503
AF35-5AC	PRJNA482748	SAMN09734629	QUDX00000000	Butyricicoccus sp. AF35-5AC	2292003
AF35-6BH	PRJNA482748	SAMN09734630	QRPK00000000	Absiella dolichum	31971
AF35-8	PRJNA482748	SAMN09734631	QUDW00000000	Coprobacillus sp. AF35-8	2293070
AF36-1	PRJNA482748	SAMN09734632	QRPJ00000000	Bifidobacterium longum	216816
AF36-10	PRJNA482748	SAMN09734633	QTLT00000000	Clostridiales bacterium AF36-10	2292883
AF36-10AT	PRJNA482748	SAMN09734634	QRPI00000000	Roseburia intestinalis	166486
AF36-10BH	PRJNA482748	SAMN09734635	QTVI00000000	Coprobacillus sp. AF36-10BH	2293071
AF36-11AT	PRJNA482748	SAMN09734636	QVEQ00000000	Faecalibacterium prausnitzii	853
AF36-11BH	PRJNA482748	SAMN09734637	QTLS00000000	Bacteroides sp. AF36-11BH	2292933
AF36-12AT	PRJNA482748	SAMN09734638	QRPH00000000	Bifidobacterium pseudocatenulatum	28026
AF36-14BH	PRJNA482748	SAMN09734639	QRPG00000000	Bacteroides vulgatus	821
AF36-15AT	PRJNA482748	SAMN09734640	QUDV00000000	Dorea sp. AF36-15AT	2292041
AF36-15BH	PRJNA482748	SAMN09734641	QRPF00000000	Veillonella atypica	39777
AF36-16BH	PRJNA482748	SAMN09734642	QRPE00000000	Bacteroides intestinalis	329854
AF36-18BH	PRJNA482748	SAMN09734643	QUDU00000000	Clostridium sp. AF36-18BH	2293014
AF36-19BH	PRJNA482748	SAMN09734644	QUDT00000000	Firmicutes bacterium AF36-19BH	2292888
AF36-1BH	PRJNA482748	SAMN09734645	QRPD00000000	Dorea formicigenerans	39486
AF36-2	PRJNA482748	SAMN09734646	QRPC00000000	Odoribacter splanchnicus	28118
AF36-20BH	PRJNA482748	SAMN09734647	QTLR00000000	Veillonella sp. AF36-20BH	2293251
AF36-2BH	PRJNA482748	SAMN09734648	QRPB00000000	[Eubacterium] rectale	39491
AF36-3	PRJNA482748	SAMN09734649	QRPA00000000	Parabacteroides distasonis	823
AF36-3AT	PRJNA482748	SAMN09734650	QROZ00000000	Collinsella sp. AF36-3AT	2292013
AF36-3BH	PRJNA482748	SAMN09734651	QUDS00000000	Firmicutes bacterium AF36-3BH	2292889
AF36-4	PRJNA482748	SAMN09734652	QTVH00000000	Clostridium sp. AF36-4	2293015
AF36-5BH	PRJNA482748	SAMN09734653	QTVG00000000	Eubacterium sp. AF36-5BH	2293108
AF36-7BH	PRJNA482748	SAMN09734654	QROY00000000	[Eubacterium] eligens	39485
AF37-1	PRJNA482748	SAMN09734655	QVLY00000000	Sellimonas intestinalis	1653434
AF37-11	PRJNA482748	SAMN09734656	QROX00000000	Klebsiella pneumoniae	573
AF37-11AC	PRJNA482748	SAMN09734657	QROW00000000	Bacteroides stercoris	46506
AF37-12	PRJNA482748	SAMN09734658	QROV00000000	Bacteroides thetaiotaomicron	818
AF37-16AC	PRJNA482748	SAMN09734659	QTLQ00000000	Bacteroides sp. AF37-16AC	2292934
AF37-17	PRJNA482748	SAMN09734660	QROU00000000	Bacteroides vulgatus	821
AF37-2	PRJNA482748	SAMN09734661	QTVF00000000	Coprobacillus sp. AF37-2	2293072
AF37-20	PRJNA482748	SAMN09734662	QTVE00000000	Ruminococcus sp. AF37-20	2293178
AF37-2AT	PRJNA482748	SAMN09734663	QVLX00000000	Sellimonas intestinalis	1653434
AF37-3AC	PRJNA482748	SAMN09734664	QTVD00000000	Ruminococcus sp. AF37-3AC	2293179
AF37-4	PRJNA482748	SAMN09734665	QROT00000000	Eubacterium ventriosum	39496
AF37-5	PRJNA482748	SAMN09734666	QUDR00000000	Clostridium sp. AF37-5	2293016
AF37-5AT	PRJNA482748	SAMN09734667	QUDQ00000000	Clostridium sp. AF37-5AT	2292007
AF37-6AC	PRJNA482748	SAMN09734668	QROS00000000	Blautia obeum	40520
AF37-6AT	PRJNA482748	SAMN09734669	QROR00000000	Ruminococcus sp. AF37-6AT	2292068
AF37-7	PRJNA482748	SAMN09734670	QUDP00000000	Clostridium sp. AF37-7	2293017
AF37-9	PRJNA482748	SAMN09734671	QROQ00000000	Collinsella sp. AF37-9	2292014
AF38-1	PRJNA482748	SAMN09734672	QVGO00000000	Coprococcus sp. AF38-1	2302943
AF38-11	PRJNA482748	SAMN09734673	QROP00000000	Prevotella copri	165179
AF38-2	PRJNA482748	SAMN09734674	QROO00000000	Bacteroides xylanisolvens	371601
AF38-24	PRJNA482748	SAMN09734675	QRON00000000	[Eubacterium] rectale	39491
AF38-3AC	PRJNA482748	SAMN09734676	QROM00000000	Collinsella sp. AF38-3AC	2292015
AF38-4	PRJNA482748	SAMN09734677	QROL00000000	Parabacteroides merdae	46503
AF39-1	PRJNA482748	SAMN09734678	QROK00000000	Bacteroides vulgatus	821
AF39-10	PRJNA482748	SAMN09734679	QROJ00000000	Bacillus licheniformis	1402
AF39-10AC	PRJNA482748	SAMN09734680	QTLP00000000	Parabacteroides sp. AF39-10AC	2293117
AF39-10AT	PRJNA482748	SAMN09734681	QTLO00000000	Bacteroides sp. AF39-10AT	2292935
AF39-11	PRJNA482748	SAMN09734682	QROI00000000	Bacteroides plebeius	310297
AF39-11AC	PRJNA482748	SAMN09734683	QROH00000000	Bacteroides sp. AF39-11AC	2291999
AF39-11AT	PRJNA482748	SAMN09734684	QROG00000000	Collinsella sp. AF39-11AT	2292016
AF39-14AC	PRJNA482748	SAMN09734685	QROF00000000	[Eubacterium] rectale	39491
AF39-16AC	PRJNA482748	SAMN09734686	QTLN00000000	Bacteroides sp. AF39-16AC	2292936
AF39-4	PRJNA482748	SAMN09734687	QROE00000000	Blautia obeum	40520
AF39-5AC	PRJNA482748	SAMN09734688	QROD00000000	Bacteroides plebeius	310297
AF39-6AC	PRJNA482748	SAMN09734689	QROC00000000	Bacteroides xylanisolvens	371601
AF39-8AT	PRJNA482748	SAMN09734690	QROB00000000	Bacteroides vulgatus	821
AF41-18	PRJNA482748	SAMN09734691	QROA00000000	[Eubacterium] eligens	39485
AF41-3MH	PRJNA482748	SAMN09734692	QRNZ00000000	Bifidobacterium pseudocatenulatum	28026
AF41-6	PRJNA482748	SAMN09734693	QRNY00000000	Bacteroides stercoris	46506
AF41-7	PRJNA482748	SAMN09734694	QRNX00000000	Bacteroides vulgatus	821
AF41-8MH	PRJNA482748	SAMN09734695	QRNW00000000	Bacteroides vulgatus	821
AF41-9	PRJNA482748	SAMN09734696	QUDO00000000	Ruminococcus sp. AF41-9	2292069
AF42-10	PRJNA482748	SAMN09734697	QTVC00000000	Ruminococcus sp. AF42-10	2293180
AF42-11	PRJNA482748	SAMN09734698	QRNV00000000	Bacteroides uniformis	820
AF42-15	PRJNA482748	SAMN09734699	QRNU00000000	Streptococcus parasanguinis	1318
AF42-16	PRJNA482748	SAMN09734700	QRNT00000000	Veillonella sp. AF42-16	2292078
AF42-21	PRJNA482748	SAMN09734701	QRNS00000000	Dorea formicigenerans	39486
AF42-23	PRJNA482748	SAMN09734702	QRNR00000000	Bacteroides ovatus	28116
AF42-3	PRJNA482748	SAMN09734703	QRNQ00000000	Parabacteroides distasonis	823
AF42-3BH	PRJNA482748	SAMN09734704	QRNP00000000	[Eubacterium] eligens	39485
AF42-6	PRJNA482748	SAMN09734705	QUDN00000000	Clostridiaceae bacterium AF42-6	2291990
AF42-8	PRJNA482748	SAMN09734706	QTVB00000000	Roseburia sp. AF42-8	2293137
AF42-9	PRJNA482748	SAMN09734707	QRNO00000000	Prevotella stercorea	363265
AF42-9BH	PRJNA482748	SAMN09734708	QUDM00000000	Ruminococcus sp. AF42-9BH	2292070
AF43-10	PRJNA482748	SAMN09734709	QUDL00000000	Clostridium sp. AF43-10	2293018
AF43-11	PRJNA482748	SAMN09734710	QTVA00000000	Ruminococcus sp. AF43-11	2293181
AF43-2	PRJNA482748	SAMN09734711	QRNN00000000	Prevotella copri	165179
AF45-10	PRJNA482748	SAMN09734712	QRNM00000000	Bifidobacterium bifidum	1681
AF45-10BH	PRJNA482748	SAMN09734713	QRNL00000000	Bifidobacterium pseudocatenulatum	28026
AF45-13BH	PRJNA482748	SAMN09734714	QRNK00000000	[Eubacterium] eligens	39485
AF45-14BH	PRJNA482748	SAMN09734715	QRNJ00000000	[Eubacterium] hallii	39488
AF45-16BH	PRJNA482748	SAMN09734716	QRNI00000000	Bacteroides thetaiotaomicron	818
AF45-17	PRJNA482748	SAMN09734717	QVEP00000000	Coprococcus catus	116085
AF45-17BH	PRJNA482748	SAMN09734718	QRNH00000000	Bacteroides ovatus	28116
AF45-19	PRJNA482748	SAMN09734719	QRNG00000000	Bifidobacterium adolescentis	1680
AF45-4BH	PRJNA482748	SAMN09734720	QUDK00000000	Ruminococcus sp. AF45-4BH	2292071
AF46-10NS	PRJNA482748	SAMN09734721	QRNF00000000	Ruminococcus sp. AF46-10NS	2292072
AF46-11NS	PRJNA482748	SAMN09734722	QRNE00000000	Bacteroides xylanisolvens	371601
AF46-12NS	PRJNA482748	SAMN09734723	QTUZ00000000	Clostridium sp. AF46-12NS	2293019
AF46-14NS	PRJNA482748	SAMN09734724	QRND00000000	Bacteroides vulgatus	821
AF46-2GN	PRJNA482748	SAMN09734725	QRNC00000000	Bacteroides fragilis	817
AF46-2NS	PRJNA482748	SAMN09734726	QRNB00000000	Prevotella copri	165179
AF46-5GN	PRJNA482748	SAMN09734727	QRNA00000000	Bacteroides caccae	47678
AF46-9NS	PRJNA482748	SAMN09734728	QTUY00000000	Clostridium sp. AF46-9NS	2293020
AF48-12	PRJNA482748	SAMN09734729	QUDJ00000000	Alistipes sp. AF48-12	2291998
AF48-14	PRJNA482748	SAMN09734730	QUDI00000000	Parabacteroides sp. AF48-14	2292052
AF48-16	PRJNA482748	SAMN09734731	QRMZ00000000	Enterococcus casseliflavus	37734
AF50-3	PRJNA482748	SAMN09734732	QUDH00000000	Clostridium sp. AF50-3	2293021
AM01-30	PRJNA482748	SAMN09734733	QVEO00000000	Harryflintia acetispora	1849041
AM04-33	PRJNA482748	SAMN09734734	QRMY00000000	Olsenella sp. AM04-33	2292049
AM05-1	PRJNA482748	SAMN09734735	QUDG00000000	Butyricicoccus sp. AM05-1	2292004
AM05-11	PRJNA482748	SAMN09734736	QRMX00000000	Acidaminococcus sp. AM05-11	2291997
AM05-17	PRJNA482748	SAMN09734737	QRMW00000000	Olsenella sp. AM05-17	2292050
AM05-23	PRJNA482748	SAMN09734738	QUDF00000000	Eubacterium sp. AM05-23	2292043
AM05-7	PRJNA482748	SAMN09734739	QRMV00000000	Olsenella sp. AM05-7	2292051
AM07-12	PRJNA482748	SAMN09734740	QVGN00000000	Erysipelotrichaceae bacterium AM07-12	2302977
AM07-15	PRJNA482748	SAMN09734741	QUDE00000000	Ruminococcaceae bacterium AM07-15	2291991
